,emotion,plutchik,selection0,selection1,label
10200,"['joy', 'Anticipation', 'excited']","['joy', 'Anticipation', 'excited']",Sam was performing the lead in her school play.,Everybody always looked forward to the gathering.,1
10201,"['adventurous a', 'wonder', 'Excited', 'none']","['adventurous a', 'wonder', 'Excited', 'none']",She always full dressed up in public.,"One night, I dreamt that he wanted to take me with him.",1
10202,"['none', 'anxious', 'helpless', 'excited', 'confused']","['none', 'anxious', 'helpless', 'excited', 'confused']","She was nervous, but she had no one else to ask.",She went to her sister's room and asked her to help her put it on.,1
10203,"['conflicted', 'hungry', 'angry', 'anger', 'determined', 'none']","['conflicted', 'hungry', 'angry', 'anger', 'determined', 'none']",Dan redid the whole porch with brick.,Her husband bought sweets and sat them on the table.,1
10204,"['startled', 'relieved', 'sore']","['startled', 'relieved', 'sore']",He almost hurt himself very badly.,Greg didn't view the test as being difficult.,0
10205,"['none', 'Brian was chopping some trees in his backyard.', 'accomplished', 'happy', 'positive']","['none', 'Brian was chopping some trees in his backyard.', 'accomplished', 'happy', 'positive']",Brian was chopping some trees in his backyard.,John would never tie his shoes.,0
10206,"['none', 'expectant', 'eager', 'anxious']","['none', 'expectant', 'eager', 'anxious']",I ate the chocolate and thanked him for his kindness.,"Bill went to the church and stood at the front, waiting for his bride.",1
10207,['none'],['none'],I bought an ocarina in 1973.,My mom makes very strange food sometimes.,1
10208,"['none', 'happy', 'awesome', 'Pride']","['none', 'happy', 'awesome', 'Pride']",Vanessa kept asking her mother to buy her a kitten.,My mom Davey is 92 and in good health.,1
10209,"['amused', 'happy', 'Entertained', 'excited', 'bothered', 'Amused', 'hopeful']","['amused', 'happy', 'Entertained', 'excited', 'bothered', 'Amused', 'hopeful']",I was highly amused.,Paul purchased a book from the bookstore.,0
10210,"['foolish', 'scared', 'hurt']","['foolish', 'scared', 'hurt']",He is taken to the hospital.,Avery was a very funny boy who loved to sing.,0
10211,"['surprised', 'grateful', 'annoyed', 'concerned', 'relaxed']","['surprised', 'grateful', 'annoyed', 'concerned', 'relaxed']",The acid rain poured down.,His doctor told him he would feel a lot better if he just drank more.,1
10212,"['none', 'happy', 'elated']","['none', 'happy', 'elated']",He made an announcement at the reunion.,The adults were playing music and dancing.,1
10213,['none'],['none'],The sky was clear and temperature was just nice.,Tom got frustrated and angry.,0
10214,"['intimidated', 'ashamed', 'frustrated', 'angry']","['intimidated', 'ashamed', 'frustrated', 'angry']",Ken was tired of being laughed at for his lack of muscles.,He was allergic  to pickles.,0
10215,"['happy', 'proud']","['happy', 'proud']",Jane was a substitute teacher.,Kelly was pregnant.,1
10216,"['scARED', 'confuse', 'none']","['scARED', 'confuse', 'none']","After going to their house to check on their animals, I tried calling.",It fit her like a glove.,0
10217,"['none', 'helpful', 'compassionate']","['none', 'helpful', 'compassionate']",Henry picked up the cat and noticed it had no tag.,She entered it into a contest.,0
10218,"['comforted', 'blessed', 'grateful']","['comforted', 'blessed', 'grateful']",Now she is able to take the fine arts class!,I was very grateful for the gift.,1
10219,"['sad.', 'unhappy.', 'very hurting', 'painfull legs', 'clumsy']","['sad.', 'unhappy.', 'very hurting', 'painfull legs', 'clumsy']",Tom's company got a new general manager.,He slipped on the sidewalk.,1
10220,"['anxious', 'rushed', 'worried', 'forgetful']","['anxious', 'rushed', 'worried', 'forgetful']",She searched all over town to find one.,She hadn't checked the weather yet.,1
10221,"['excited', 'happy']","['excited', 'happy']","When the rainy stopped, there was her rainbow!",He hurt me yesterday however.,0
10222,"['heartbroken', 'sad', 'sympathetic', 'none']","['heartbroken', 'sad', 'sympathetic', 'none']",I found out he had Alzheimer's disease.,He asked her on a date.,0
10223,"['shameful', 'determined']","['shameful', 'determined']",Now he is trying very hard to burn off the fat.,Now Jackson speaks English perfectly.,0
10224,"['none', 'curious', 'indebted', 'lucky']","['none', 'curious', 'indebted', 'lucky']",Agnes rescheduled her appointment for the following day.,Her friend knew a physics professor who offered to tutor her.,1
10225,"['I was on vacation in Florida.', 'jolly and enjoying', 'positive', 'none']","['I was on vacation in Florida.', 'jolly and enjoying', 'positive', 'none']",I decided to go to an orange farm.,"When they arrived, no one was in sight.",0
10226,"['proud', 'pleased with myself', 'none']","['proud', 'pleased with myself', 'none']",I made a drawing for an art contest.,The teacher sent Russel to the principal's office.,0
10227,"['relieved', 'paternal', 'thrilled', 'secure', 'grateful', 'afraid', 'mean', 'dissappointed']","['relieved', 'paternal', 'thrilled', 'secure', 'grateful', 'afraid', 'mean', 'dissappointed']",Tom won second place.,Her dad came and carried her to safety.,1
10228,"['none', 'proud', 'determined', 'pride']","['none', 'proud', 'determined', 'pride']",He gets paid next to nothing an hour.,With these two aids Amanda was able to break the habit.,1
10229,"['none', 'determined', 'hardworking']","['none', 'determined', 'hardworking']","She ran inside, planning to come right back out.","Stacey was only twelve, but she wanted to earn money by babysitting.",1
10230,"['none', 'grateful', 'excited', 'smart']","['none', 'grateful', 'excited', 'smart']",In the dark I thought I saw a cat on a trash can.,It was a great solution to his snow cone problem.,1
10231,"['angry', 'annoyed', 'frustrated']","['angry', 'annoyed', 'frustrated']","Making crafts for Christmas gifts was a mistake, Jane decided.",Tom cancelled it immediately after.,1
10232,"['competent', 'content', 'satisfied', 'ready']","['competent', 'content', 'satisfied', 'ready']",Marcus made a lot of cool friends online who loved to watch him play.,"When he came to the checkout, he took out his credit card.",1
10233,"['mature', 'balanced', 'calm', 'stubborn']","['mature', 'balanced', 'calm', 'stubborn']",One day on the bus the girl hit Beth.,Tom took in in stride.,1
10234,"['fashionable', 'happy', 'none']","['fashionable', 'happy', 'none']",May spent her life trying to prove that ghosts were real.,"When she was done with her hair, she was shocked.",1
10235,"['sad', 'guilty', 'happy', 'anxious', 'competent', 'anticipation']","['sad', 'guilty', 'happy', 'anxious', 'competent', 'anticipation']",She looked in the mirror and was bright orange.,"Then, he went out of town on a business trip.",1
10236,"['exhausted', 'anticipation']","['exhausted', 'anticipation']",The game was tied with 3 seconds on the clock.,The officers ended up having to subdue him.,0
10237,"['healthy', 'determined']","['healthy', 'determined']",She read up on healthy ways to do it.,"The ball bounced from the rim, but landed in the hoop.",0
10238,"['fortunate', 'competent', 'proud', 'crestfallen', 'defeated', 'none', 'happy', 'elated and thrilled', 'excited']","['fortunate', 'competent', 'proud', 'crestfallen', 'defeated', 'none', 'happy', 'elated and thrilled', 'excited']","For the entire game, Jay's team dominated.",She and her boyfriend decided to go for a long walk.,0
10239,"['none', 'upset', 'sad', 'disappointed']","['none', 'upset', 'sad', 'disappointed']",Stacy enjoyed drinking sodas.,Charles wanted a Macintosh computer but couldn't afford one.,1
10240,"['apologetic', 'worried', 'frustrated', 'none']","['apologetic', 'worried', 'frustrated', 'none']","At his new house, he unloaded all of the boxes.",I had not seen several emails because gmail put them into spam.,1
10241,"['lucky', 'proud', 'none']","['lucky', 'proud', 'none']",Heather's son Austin is playing in a baseball tournament.,A stripper got him drunk and made him think she liked him.,0
10242,"['uncomfortable', 'longing', 'none']","['uncomfortable', 'longing', 'none']",My old shoes were really worn down.,Anything to make her feel like she wasn't perfect.,1
10243,"['none', 'disappointed', 'shamed', 'sad']","['none', 'disappointed', 'shamed', 'sad']",Tracy had a cousin that was looking for a car.,"While out with friends, his phone died, as usual.",1
10244,"['gratitude', 'very greatfull', 'none', 'painful', 'helpful', 'compassionate']","['gratitude', 'very greatfull', 'none', 'painful', 'helpful', 'compassionate']",Her mom rushed right to the office and hugged her tightly!,Instead of racing he stopped to help the injured runner.,1
10245,['none'],['none'],Our wives came with us.,So finally she wanted to play something else.,0
10246,"['hopeful', 'excited', 'none']","['hopeful', 'excited', 'none']",It was beautiful and magical!,Then he went to the store to buy a chess set.,1
10247,"['angry', 'upset', 'frustrated', 'sad']","['angry', 'upset', 'frustrated', 'sad']",He was messed up for three days.,She did not finish in time.,1
10248,"['surprise', 'happy', 'surprised', 'none']","['surprise', 'happy', 'surprised', 'none']",He was on a boat fishing for deep sea fish.,Aubrey spotted her old friend Mary across the aisle.,1
10249,"['elated', 'relieved', 'nervous', 'anxious', 'scared']","['elated', 'relieved', 'nervous', 'anxious', 'scared']",She was leaning down to grab a box when she felt something painful.,"Finally, Ellen decided to ask him herself.",1
10250,['none'],['none'],They each stood in front of the sprayer to get a glow.,Later an engineer determined that it could not be repaired at all.,0
10251,"['Angry', 'afraid', 'upset', 'angry', 'ANGRY', 'hopeful', 'wrath', 'aggravated', 'angery', 'none']","['Angry', 'afraid', 'upset', 'angry', 'ANGRY', 'hopeful', 'wrath', 'aggravated', 'angery', 'none']",So Martha decided to earn her own money by selling cookies.,"Now, a large group of dance music lovers are very angry at the mayor.",1
10252,"['none', 'happy', 'proud', 'Funny', 'Proud']","['none', 'happy', 'proud', 'Funny', 'Proud']",She had a bipolar husband.,The people around Russell laughed.,1
10253,"['happy', 'satisfied', 'content']","['happy', 'satisfied', 'content']",There were so many customers that everyone knew it was a success.,I decided to play video games.,1
10254,"['disappointed with herself', 'confused']","['disappointed with herself', 'confused']",Lucy never saw it again.,George believed he could one day win the championship.,0
10255,"['none', 'satisfied', 'lonely', 'nervous']","['none', 'satisfied', 'lonely', 'nervous']",Tommy's dad hired a pricy lawyer to defend him.,Jim was walking home from the bar late at night.,1
10256,"['amazed', 'appreciative', 'tired', 'excited', 'proud', 'splendid', 'exhilaration']","['amazed', 'appreciative', 'tired', 'excited', 'proud', 'splendid', 'exhilaration']",Andrew finally received his paycheck.,"When they got to the top, they stopped to appreciate the view.",1
10257,"['out of breath', 'none']","['out of breath', 'none']",It was long winded and personal.,Soon he was the best flute player in his school.,0
10258,"['relieved', 'disappointed', 'inconvenienced', 'annoyed']","['relieved', 'disappointed', 'inconvenienced', 'annoyed']",We went to the store to buy more.,Farmer Ben set some fox traps and waited.,0
10259,"['none', 'responsible', 'intrigued', 'Surprised']","['none', 'responsible', 'intrigued', 'Surprised']",A representative from that company was also in Walmart.,"In order to avoid conflict, she allowed him to take it.",0
10260,"['overwhelmed', 'angry', 'bored']","['overwhelmed', 'angry', 'bored']",Fran just landed in Thailand for her grand one month trip abroad.,"If there was none to do, she had to read.",1
10261,"['silly', 'amused', 'dumbfounded', 'ashamed', 'appalled', 'angry', 'tickled']","['silly', 'amused', 'dumbfounded', 'ashamed', 'appalled', 'angry', 'tickled']",She first tried to get people to donate money.,We both laughed as the saleswoman.,1
10262,"['none', 'excited', 'happy']","['none', 'excited', 'happy']",They were at a local pool.,Jose asked what happens to the dogs the don't get a home.,0
10263,['none'],['none'],Bob has many employees.,She backed her car up slowly to the intersection.,0
10264,"['Enraged', 'frustrated', 'annoyed', 'irritated', 'defiant', 'satisfied']","['Enraged', 'frustrated', 'annoyed', 'irritated', 'defiant', 'satisfied']",Next week we'll return to the woods with our dog for more fun.,He turned the volume up even more.,1
