,emotion,plutchik,selection0,selection1,label
9317,"['intriged', 'awe', 'happy', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",It clipped something on the coffee table.,Claudia was a big fan of photography.,1
9318,"['worried', 'scared', 'nervous', 'indifferent', 'uncomfortable']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Bob was throwing a party.,Tim feared getting in trouble because of it.,1
9319,"['none', 'sad', 'concerned', 'combative', 'no feeling at all', 'assertive']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Amy kept locking her keys in her car.,These hurt but I know she is getting older and says what she want.,1
9320,"['anxious', 'competent', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I ran into my crush the other day.,Tiffany requested to play midfield during a serious game that season.,1
9321,['responsible'],"{'joy': 0, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The boy said his family would not allow him.,He paid for his graduate exam.,1
9322,"['lovestruck', 'happy', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Cara found a wonderful man on the forum.,Once there it began to rainy so heavily that fishing was impossible!,0
9323,"['none', 'determined']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",He chased the fly around trying to swat it to no avail.,A little yellow cat poked his head through the curtains.,0
9324,"['happy', 'excited', 'Happy', 'happy to see him', 'prepared']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",It turned out she had come fifty miles from home!,He was going to see his family.,1
9325,"['Cautious', 'aprehensive', 'hurt', 'amused', 'concerned', 'awkward']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Farmer Ben's chickens kept disappearing every week.,I decided to never do back flips again.,1
9326,"['scared', 'nervous', 'guilty', 'irritated', 'fear']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Dan decided to try out jumping hurdles.,She is pulled over.,1
9327,"['aroused', 'excited', 'positive', 'happy', 'surprised', 'horney']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Jill met her husband at the door wearing it.,All of a sudden a spider jumped on her.,0
9328,"['distressed', 'upset', 'scared', 'sad', 'afraid', 'Justified', 'angry', 'powerful']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",They police arrested Bob and sent him to jail.,Alison was playing in the park.,0
9329,"['nervous', 'reluctant', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",After 2 weeks someone wrote him back and scheduled him a job interview.,He was nervous for the big day coming up.,1
9330,"['happy', 'exhilarated', 'excitement', 'nervousness', 'motivated', 'confident']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",He bought paint and brushes from the art store.,The starter said he hadn't seen someone hit that in Years.,0
9331,"['none', 'embarassed', 'awkward', 'self conscious', 'mean', 'jealous', 'content']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I saw the most beautiful lamp advertised in a garage sale ad.,Her friends didn't seem to care how bad she looked.,1
9332,"['none', 'cautious', 'hopeful']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He hoped he could raise food for his family.,They were so relieved that it was over!,0
9333,"['tired', 'annoyed', 'exhauted']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}",So I had to go the hat store across town.,His friend mumbled something about having to do his laundry.,0
9334,"['conflicted', 'anger', 'fear', 'mad', 'annoyed', 'irritated', 'unhappy', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",But Tami wanted to sit at her normal table.,Sarah said yes!,0
9335,"['anxious', 'happiness', 'fear', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Dwayne was freaked out but relieved.,Jordan began studying more.,0
9336,"['accomplished', 'excited']","{'joy': 3, 'trust': 3, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Anna was making Kool-Aid for her kids.,My wife bought a new iPhone.,1
9337,"['Peaceful', 'excited', 'impatient', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Eventually, he found it in the washer.",I was eager to return home to continue reading.,1
9338,"['Emasculated', 'guilty', 'embarrassed', 'angry', 'annoyed', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 0}",Jin was excited for this cultural experience.,His wife lectured him thoroughly.,1
9339,"['proud', 'successful', 'triumphant']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I won every single game.,He told me he had cellulitis of the foot.,0
9340,"['relieved', 'none', 'pity', 'guilty', 'helpful', 'good', 'generous']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My boss ended up placing me at the burger station instead.,Jill started to stress out over her finances.,0
9341,"['none', 'Creative', 'proud']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He works very hard to design a modern look for his coffee shop.,My foot has been itching badly since I got that mosquito bite.,0
9342,"['none', 'bad', 'frustration', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Years later, Jane and husband still laughed at the memory.",Sandy wished her mom was more affectionate.,1
9343,"['clumsy', 'upset', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","While leaving the office, William closed his finger between the doors.",The entire beach was alerted of the shark.,0
9344,"['determined', 'eager', 'healthy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She started doing sit-ups every morning.,She is in a daycare.,0
9345,"['none', 'surprised.', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Later we found out the son was gay.,James got called on to come on stage.,0
9346,"['proud', 'happy']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The bridge collapsed from the tree.,She saved her money and bought her own food truck.,1
9347,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",One of the coasters was called the Mantis.,Paul purchased a book from the bookstore.,0
9348,"['satisfied', 'justified', 'accomplished', 'fear', 'lost and sad', 'none']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Jim Bob stomped on its neck, breaking it.",He asked how our trip was and we said it was fine.,0
9349,['happy'],"{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His mother had to get creative in order for Tommy to get his vitamins.,They took lots of pictures and enjoyed the sights.,1
9350,"['scared', 'Scared']","{'joy': 1, 'trust': 1, 'fear': 3, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 1}",She was terrified watching the film.,Now recess was coming to an end.,0
9351,"['industrious', 'adventerous', 'content']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Cam was remodeling his kitchen floor with blue tile.,I just played three games with my friend Steve.,0
9352,"['friendly', 'happy', 'entertaining', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He figured it out and Tom laughed.,Jessica liked this person.,1
9353,"['happy', 'interested', 'intrigued']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Ali had really enjoyed the vineyard tour!,When Sara got home she sampled the new syrup.,1
9354,"['relieved', 'satisfied', 'accomplished', 'competent']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Ken looked in the mirror as he prepared to leave and halted.,"Finally, she poured the batter into muffin cups.",1
9355,"['angry', 'confused', 'mad', 'frustrated', 'fear', 'guilty', 'sorry', 'embarressed', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",When he thought he'd seen everything a big turtle floated past.,The chef walked out of the kitchen to apologize.,1
9356,"['bored', 'impatient', 'annoyed', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}","He had a breakfast basket waiting, and various treats.",I began to get tired of using the same crayons.,1
9357,"['angry', 'sad', 'scared', 'frustrated', 'irritated', 'hopless', 'annoyed', 'upset']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}","When it was time to go, Charles threw a fit.",Victor finally gave in and let his sister give him a haircut.,0
9358,"['nervous', 'happy', 'excited', 'EXCITED', 'entertained']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",This was the first time she had gone bowling.,The room was nice and later that afternoon I had a place to live.,0
9359,"['conflicted', 'hungry', 'angry', 'anger', 'determined', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",He pulled her aside after class and asked her.,Her husband bought sweets and sat them on the table.,1
9360,"['frightened', 'embarrassed', 'nervous']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Hannah rushed to the fridge.,"Quickly, he fled from the seen.",1
9361,"['none', 'fear', 'anticipation', 'relieved', 'doubtful', 'cautious', 'worried']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",At first Alan was worried about a crowded house.,The man helped her practice swinging.,0
9362,"['none', 'awestruck', 'Remorse Hope Pride', 'happy painless', 'happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He was certain that his new shoes were the best in existence.,Her homemade chips received many compliments at her party.,0
9363,"['excited', 'trendy', 'vibrant']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He went to a bar with black lights.,David was going to sleep.,0
9364,"['none', 'happiness', 'joy', 'sad', 'hopeful', 'lonely']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Everyday Biscuit hopped at the glass hoping to be chosen.,"Bill went to the church and stood at the front, waiting for his bride.",0
9365,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","After a while, he wished to know how the bike worked.",He was hooked up to several monitors.,1
9366,"['alert', 'curious']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They let me know they were safe and made it to the beach.,Sam checked his bank account.,1
9367,"['hopeless', 'scared', 'sad', 'mad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",But they didn't have any chocolate.,The man went to prison.,1
9368,"['Distracted', 'distracted']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",He wasn't paying attention.,She had never finished a marathon before.,0
9369,"['exhausted', 'relieved']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","When Rex was 70 years old, he retired.",Gina disliked like Joe and always left when he came around.,0
9370,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",My son-in-law's aunt has an 8 year old boy.,He saw the wet spot on the floor.,0
9371,"['fear', 'helpless', 'distraught', 'concerned', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",So she decided to do a music video.,"One day, Bob's dog ran out the door as Bob was leaving the house.",1
9372,"['Annoyance', 'shocked', 'angry', 'sad', 'sorry', 'embarrassed', 'careless', 'sadness', 'anger', 'upset']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 0}","Bruce interjected, trying to stop the fight.","Therefore, he received a lower haircut.",1
9373,"['upset that I got into trouble for harming the playground but determined to dig more holes', 'nervous', 'secretive', 'guilty', 'sneaky', 'helpful', 'loyal', 'scared']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",We continued digging in more covert locations after that.,"She asked me what I thought, and I asked her what she thought.",0
9374,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",They had a lot of parties.,Anna tried to catch the squirrel.,0
9375,['relaxed'],"{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Abe was walking on the beach.,She could barely see her own floor under all the junk she kept around.,0
9376,"['embarassed', 'embarrassed', 'ashamed', 'cautious', 'proud of ken']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 0}","On the day of the speech, Ken forgot many lines.",They realized they all needed to agree on a movie to watch.,0
9377,"['proud', 'lucky', 'pride', 'foolish', 'shocked', 'Happiness', 'regret', 'guilty', 'surprised', 'stupid']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","They both lacked driving experience, but Wanda drove them anyways.",In Hollywood he got his first job.,1
9378,"['ashamed', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 3, 'disgust': 1, 'anger': 1, 'anticipation': 0}","She thought she let everyone down, and ran out of the church crying.",Amy decided not to walk Spot on roller blades again.,0
9379,"['happy', 'cheery', 'excited', 'nervous', 'worried']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Once she was done, she moved on to the drapes.",Tom complained to the people working.,0
9380,"['none', 'hopeful', 'interested', 'informative']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","They spent all that day riding all the rides, some multiple times.","He said no, but they did store a few of his wife's eggs.",1
9381,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He went to the store to find one he liked.,She had to decide whether or not to wait.,0
9382,"['Relieved', 'powerless', 'resourceful', 'hopeful', 'surprised', 'jealous', 'angry', 'vexed', 'bold', 'annoyed', 'important', 'very confused']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",He took the three point shot and made it!,He caught sight of an assistant who looked just like the lead actress.,1
9383,"['relaxed', 'considerate', 'generous', 'helpful', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He took a deep breath and jumped out.,Freda wakes up early but decides to let her family sleep in.,1
9384,"['frustrated', 'upset', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",I couldn't wait until the month was over.,I decided to just give up.,1
