,emotion,selection0,selection1,label
11422,"['joy', 'proud', 'intelligent']",When she graduated she got a great job.,She didn't even have to study and she'd get A's in everything.,1
11423,"['elated', 'thankful', 'honored', 'grateful', 'happy', 'lucky']",The mountain lion slowly walked past her.,He got Rick tickets to any event that he wanted to see.,1
11424,"['chill', 'reminding']",Manny was driving down the street one night.,Today at work I was thinking about a bonfire.,1
11425,"['frustrated', 'fear', 'important']","However, when Dan's girlfriend moved in he needed a larger bed.",There was no mixing and measuring of ingredients.,0
11426,"['apprehensive', 'irritated', 'happy']",It turned out she had come fifty miles from home!,The owner let the cat out.,1
11427,"['fulfilled', 'proud', 'excited']",He was finally happy with it and thought that it might even be a hit.,Judy went to her grandmother's on Saturday morning.,0
11428,"['excited', 'happy', 'embarrassed', 'grateful', 'sad', 'giddy', 'ashamed', 'awkward']",The gifts were opened and Tom noticed they were all Roll Tide themed.,"When he got home, Jack threw the new tie in the trash.",0
11429,"['fulfillment', 'optimistic', 'determined']",He was trying to craft a perfect song.,A man next to Jeff began to glare at him.,0
11430,"['appreciative', 'curious']",He asked how our trip was and we said it was fine.,He bought some house plants.,0
11431,"['bad', 'shocked', 'angry']",Davis never liked the idea of fishing.,One fell and shattered on the floor.,1
11432,"['appreciated', 'grateful', 'happy', 'curious', 'generous', 'confused']","Tom found this a bit odd but nonetheless, bought him an Alabama cd.","When I was done, I rinsed my mouth.",0
11433,"['exhausted', 'restless', 'anxious']",He can not fall to sleep.,She went flying over the handlebars.,0
11434,"['determined', 'motivated']",She worked as a waitress whenever she could.,Viola had always loved working with her hands and making things.,0
11435,"['surprised', 'relieved', 'happy', 'satisfied']",Sam lost eyesight for a while.,The first night I tried it I slept like a baby!,1
11436,"['disappointed', 'disgust', 'upset']",Julie now uses a nylon tent when she goes camping.,It completely ruined her breakfast.,1
11437,"['frustrated', 'disappointed', 'sad']",He was 24 and still couldn't tie his shoe due to his hands twitching.,I called the police after being rear ended.,0
11438,"['competitive', 'tired', 'determined', 'hopeful', 'doomed']",One side took an early lead but slowly began to lose.,I had to shoo him away since he was scaring my dog.,0
11439,"['disinterested', 'overbooked', 'disappointment', 'preoccupied', 'grateful', 'good', 'determined', 'helpful', 'honored']",He felt a sharp pain in his back.,He had a friend DJ the ceremony.,1
11440,"['frustrated', 'stupid', 'regretful']",Shawn knew he should have brought a flashlight!,"When they got inside, they called a cab and went home.",0
11441,"['satiated', 'happy', 'satisfied']",He eats a handful of peanuts.,She had to clean it all up.,0
11442,"['happy', 'surprised', 'amazing', 'amused', 'disappointed', 'silly', 'lazy', 'fascinated']",She refused to accept it.,"They were all babies, too, just wearing a sheet as a diaper.",1
11443,"['bad', 'excited', 'trust']",I rather liked her progressive agenda.,I tried calling to check on them but they never answered.,0
11444,"['sad', 'inadequate']",Allie could not afford it.,She saw her son's small bike leaning against the wall.,0
11445,"['sad', 'surprised', 'ashamed', 'scared', 'anxious', 'angry']",Keith's boss found out what he did.,Kansas mounted a comeback in the second half and took the lead.,0
11446,"['disgusted', 'disappointed', 'powerful', 'sadness', 'upset']",His finger comes off and goes on the ground.,She rejects him,1
11447,"['worried', 'determined', 'responsible']",Oscar decided that he must get a job to be able to pay rent.,Dan decided he would take his stamps to be appraised.,0
11448,"['sentimental', 'intrigued', 'reflective']",Ronald had a bag that meant a lot to him.,I joined a local baseball team so I could learn how to play baseball.,0
11449,"['ashamed', '', 'defeated']","Suddenly, she felt something painful.",Now Helunko doesn't have a job.,1
11450,"['relieved', 'happy', 'trustful']",Now Taylor is the best hockey player on the team.,It turned out that they were happy that he was supporting the sport.,1
11451,"['relieved', 'warm', 'satisfied']",The scarf kept her warm.,He thanked me and told me he would repay the favor.,0
11452,"['musical', 'determined']",One day while at the mall he saw a sign for a video game tournament.,Rachel wanted to make a new playlist of songs.,1
11453,"['dissatisfied', 'stupid', 'frustrated']",This is a puppet show featuring early 20th century figurines.,Nothing looked just right.,1
11454,"['shocked', 'upset', 'angry', 'nervous', 'sorry']",She thought he would be angry with her.,Dan was glad to see the sun shining after the rain storm last night.,0
11455,"['calm', 'happy', 'relaxed', 'pleased', 'contrite', 'satisfied']",Maxine and her friend meet up to have a glass of wine.,"I scoffed at her, as the agency was very political.",0
11456,"['happy', 'annoyed', 'friendly', 'content', 'enjoyment']",Macy decided to hand in her resignation the next day.,Some of her coworkers came.,1
11457,"['upset', 'annoyed']",It was the jar of pickles.,Bill was tired of working for a corporation.,0
11458,"['great', 'excited', 'happy', 'entertained']",Late last night I woke up when I heard a noise.,Tom bought a television a while back.,1
11459,"['disgusted', 'regretful']",He was miserable and bored.,They worked their way up to ten miles.,0
11460,"['worried', 'relieved', 'happy', 'regretful', 'anxious']",Now he has more confidence for tomorrow's game.,I finally opened the email and responded.,1
11461,"['tempted', 'embarrassed']","However, she tried to resist it.",It was a passion flower.,0
11462,"['prepared', 'determined']",Jay wanted to learn how to defend himself.,Then she used a rake to break up the clay.,0
11463,"['anxious', 'uncertain', 'positive']",Danielle was really short on money.,"It acted strangely, freaked out and died suddenly.",0
11464,"['anxious', 'fearful', 'scared', 'happy', 'social', 'apprehensive']",He asked the reason why.,Her friends were all going snorkeling on Saturday.,1
11465,"['curious', 'anticipation']","Instead, he sat there and did nothing.",Tom signed up for a free online trial.,1
11466,"['lazy', 'tired']",Gina had applied for a number of part time jobs.,But he didn't feel like cooking or preparing food.,1
11467,"['disgusted', 'disappointed']",It looked to have spoiled.,Tom wanted to play a prank on his co-worker.,0
11468,"['happy', 'satisfied']",Denise loved to eat at Taco Bell and ate there once a week.,He took the exam and ended up getting an A on the test.,0
11469,"['excited', 'nervous', 'happy']","Once, her birthday was on the same day as the dance class.",Tracy was buying a new car.,1
11470,['determined'],He chased the fly around trying to swat it to no avail.,"Bob called the dog's name, but he kept running away and disappeared.",0
11471,"['curious', 'distress', 'happy', 'satisfied', 'excited', 'gleeful']",Oh Halloween she have them matching costumes - Aquaman costumes!,It was because of the alcohol.,0
11472,"['worried', 'safe', 'fear', 'afraid', 'scared']",I had difficulty taking out the bread since it was stuck.,Now my children fear those same monsters under their own beds.,1
11473,"['surprised', 'anticipation', 'perplexed', 'excited']","Once at a baseball game, Grace caught a foul ball.",Granddad said he came with a surprise.,1
11474,"['useless', 'bored']",Eli suddenly realized why the people were there.,The pipe in the kitchen would leak every time he washed the dishes.,0
11475,"['delighted', 'excited', 'impatient']",It took her two days.,"After she was done, she anxiously waited for the dough to rise.",1
11476,"['control', 'impulsive']",Together they rolled snow and added decorations.,My wife's boss is very obsessive-compulsive about her area.,1
11477,"['nervous', 'intrigued']",None of her friends had mentioned any plans.,Billy closed his eyes and held out his glove.,1
11478,"['scared', 'surprised', 'angry', 'terrified']",It was far too expensive.,It was actually a large raccoon that responded by hissing at me.,1
11479,"['sad', 'confused', 'unimpressed', 'uncertain', 'embarrassment', 'embarrassed']",Her grandma was silent and gave her a meaningful look.,He started to tell the joke and realized he forgot how it ended.,1
11480,"['relaxed', 'irresponsible', 'isolated']",John bought glasses and could see perfectly from then on.,Amanda was a mother of four who enjoyed her cigarettes.,1
11481,"['nervous', 'excited', 'romantic', 'anxious', 'grateful', 'surprised', 'loved', 'happy', 'shy', 'proud']","Then, one of her guy friends admitted that it was him.",Tom cooked it an extra amount of time.,0
11482,"['kind', 'helpful', 'good', 'caring', 'happy', 'grateful', 'curious']","Since it seemed friendly, I gave it some food.",She didn't have her purse when she went back to work.,0
11483,"['able', 'confident']",Joe felt confident and started working out.,The pain was unbearable.,0
11484,"['happy', 'fear']",She did not notice a wasp landed on the side of it.,Ricky's dad came and changed the flat tire.,0
11485,"['fortunate', 'competent', 'proud', 'crestfallen', 'defeated', 'happy', 'elated', 'thrilled', 'excited']","For the entire game, Jay's team dominated.",Nana came into the room with a puzzled look on her face.,0
11486,"['unimpressed', 'cautious']",She decided this lawn was not that great.,I don't think I will ever enjoy fishing like he does.,0
11487,"['sad', 'pleased', 'happy']",Jervis has been single for a long time.,The kite flew up into the sky.,1
11488,"['awkward', 'nervous', 'anxious', 'embarrassed']",Jenny loved everything about her house.,He put his pizza back on his plate and bowed his head.,1
11489,"['determined', 'optimistic', 'insistent']",Ben bought a dog crate for an upcoming airline trip.,She recorded all the cheers at the games.,1
11490,"['annoyed', 'impatient', 'helpful', 'needed', 'relieved', 'anticipation', 'agitated', 'hungry', 'pleased', 'shocked', 'happy', 'ready']",Will said he was going to be the best actor of all time.,Finally the lady at the counter suggested he get half and half.,1
11491,"['worried', 'angry', 'pleasant', 'awkward', 'surprised', 'smug', 'sorry']",The birthday party went well and Jill's daughter was thrilled.,He told her mom about the party!,1
11492,"['mad', 'annoyed', 'sad', 'disgust']",Then we ate in a restaurant.,When I got home the burger had pickles on it.,1
11493,"['thankful', 'embarrassed', 'angry', 'cheated', 'relieved', 'OK', 'aware', 'good']","I eventually left, skipping rent, and moved to another state.",His neighbor baked him a pie.,0
11494,"['lucky', 'good', 'happy', 'loved', 'cared']",She stopped and turned around.,I had a pet dog.,1
