,sentence,label
35793,All of the cheerleaders laughed at her.,0
35794,All of the cheerleaders laughed at her.,0
35795,All of the cheerleaders laughed at her.,0
35796,All of the cheerleaders laughed at her.,0
35797,Brittany practiced all year long after that.,0
35798,Brittany practiced all year long after that.,0
35799,Brittany practiced all year long after that.,0
35800,Brittany practiced all year long after that.,2
35801,Brittany practiced all year long after that.,2
35802,Now Brittany is the captain of the squad.,3
35803,Now Brittany is the captain of the squad.,2
35804,Now Brittany is the captain of the squad.,3
35805,Now Brittany is the captain of the squad.,3
35806,Now Brittany is the captain of the squad.,2
35807,Now Brittany is the captain of the squad.,3
35808,A kitten was stuck in a storm drain.,0
35809,A kitten was stuck in a storm drain.,0
35810,A kitten was stuck in a storm drain.,0
35811,A passerby heard her meows for help.,0
35812,A passerby heard her meows for help.,0
35813,A passerby heard her meows for help.,0
35814,A passerby heard her meows for help.,0
35815,A passerby heard her meows for help.,0
35816,A passerby heard her meows for help.,0
35817,They got a couple people together to rescue her.,2
35818,They got a couple people together to rescue her.,3
35819,They got a couple people together to rescue her.,0
35820,They got a couple people together to rescue her.,3
35821,They got a couple people together to rescue her.,0
35822,They got a couple people together to rescue her.,3
35823,They got a couple people together to rescue her.,2
35824,They got a couple people together to rescue her.,2
35825,They got a couple people together to rescue her.,2
35826,They reached in and could barely reach her.,0
35827,They reached in and could barely reach her.,2
35828,They reached in and could barely reach her.,2
35829,They reached in and could barely reach her.,0
35830,They reached in and could barely reach her.,0
35831,They reached in and could barely reach her.,0
35832,They reached in and could barely reach her.,3
35833,They reached in and could barely reach her.,0
35834,They reached in and could barely reach her.,0
35835,They somehow managed to pull her out and save her life.,2
35836,They somehow managed to pull her out and save her life.,2
35837,They somehow managed to pull her out and save her life.,0
35838,They somehow managed to pull her out and save her life.,3
35839,They somehow managed to pull her out and save her life.,3
35840,They somehow managed to pull her out and save her life.,3
35841,They somehow managed to pull her out and save her life.,2
35842,They somehow managed to pull her out and save her life.,3
35843,They somehow managed to pull her out and save her life.,3
35844,When my phone rang I just knew something was wrong.,0
35845,When my phone rang I just knew something was wrong.,0
35846,When my phone rang I just knew something was wrong.,0
35847,"She, my best friend was crying.",0
35848,"She, my best friend was crying.",0
35849,"She, my best friend was crying.",0
35850,Someone had told her her boyfriend was cheating.,0
35851,Someone had told her her boyfriend was cheating.,0
35852,Someone had told her her boyfriend was cheating.,0
35853,Someone had told her her boyfriend was cheating.,0
35854,Someone had told her her boyfriend was cheating.,0
35855,I jumped in my car and flew over to be with her.,0
35856,I jumped in my car and flew over to be with her.,0
35857,I jumped in my car and flew over to be with her.,0
35858,I jumped in my car and flew over to be with her.,0
35859,I jumped in my car and flew over to be with her.,0
35860,She was so surprised and happy to see me.,2
35861,She was so surprised and happy to see me.,3
35862,She was so surprised and happy to see me.,2
35863,Charlie is really bad at playing tennis.,0
35864,Charlie is really bad at playing tennis.,0
35865,Charlie is really bad at playing tennis.,0
35866,Charlie really wants to get good so he practices all day and night.,3
35867,Charlie really wants to get good so he practices all day and night.,2
35868,Charlie really wants to get good so he practices all day and night.,0
35869,"After a couple of months of practicing, Charlie gets very good.",3
35870,"After a couple of months of practicing, Charlie gets very good.",2
35871,Now that Charlie is very good at tennis everyone likes Charlie.,3
35872,Now that Charlie is very good at tennis everyone likes Charlie.,2
35873,Charlie is glad he practiced so hard at tennis.,2
35874,Charlie is glad he practiced so hard at tennis.,3
35875,Charlie is glad he practiced so hard at tennis.,3
35876,Alexis collected teddy bears.,2
35877,Alexis collected teddy bears.,3
35878,Alexis collected teddy bears.,3
35879,She had about a dozen of them.,2
35880,She had about a dozen of them.,3
35881,She had about a dozen of them.,3
35882,One day two were stolen.,0
35883,One day two were stolen.,0
35884,One day two were stolen.,0
35885,She couldn't figure out who stole them.,0
35886,She couldn't figure out who stole them.,0
35887,She couldn't figure out who stole them.,0
35888,Finally her brother gave them back.,0
35889,Finally her brother gave them back.,0
35890,Finally her brother gave them back.,2
35891,Finally her brother gave them back.,3
35892,Finally her brother gave them back.,3
35893,Finally her brother gave them back.,0
35894,Ian had a crush on Kayla.,3
35895,Ian had a crush on Kayla.,3
35896,Ian had a crush on Kayla.,2
35897,Ian had a crush on Kayla.,2
35898,Ian had a crush on Kayla.,0
35899,He really wanted to ask her out.,3
35900,He really wanted to ask her out.,3
35901,He really wanted to ask her out.,0
35902,He really wanted to ask her out.,3
35903,He really wanted to ask her out.,0
35904,The only problem was that he was nervous.,2
35905,The only problem was that he was nervous.,0
35906,The only problem was that he was nervous.,0
35907,The only problem was that he was nervous.,0
35908,The only problem was that he was nervous.,0
35909,He picked a day to meet her.,0
35910,He picked a day to meet her.,0
35911,He picked a day to meet her.,3
35912,Thankfully she said yes.,3
35913,Thankfully she said yes.,3
35914,Thankfully she said yes.,2
35915,Thankfully she said yes.,3
35916,Thankfully she said yes.,3
35917,Our two year old granddaughter is learning how to read.,2
35918,Our two year old granddaughter is learning how to read.,3
35919,Our two year old granddaughter is learning how to read.,3
35920,She loves the letter W.,3
35921,She loves the letter W.,3
35922,She loves the letter W.,3
35923,She wants the Sesame Street letter of the day to be W.,3
35924,She wants the Sesame Street letter of the day to be W.,3
35925,She wants the Sesame Street letter of the day to be W.,3
35926,One day the letter of the day was not W.,0
35927,One day the letter of the day was not W.,0
35928,One day the letter of the day was not W.,0
35929,She was very upset and started to cry.,0
35930,She was very upset and started to cry.,0
35931,She was very upset and started to cry.,0
35932,Bill and Monica took a trip to France.,3
35933,Bill and Monica took a trip to France.,3
35934,Bill and Monica took a trip to France.,3
35935,Bill and Monica took a trip to France.,3
35936,Bill and Monica took a trip to France.,3
35937,Bill and Monica took a trip to France.,3
35938,Monica suggested they go see the Eiffel Tower.,3
35939,Monica suggested they go see the Eiffel Tower.,3
35940,Monica suggested they go see the Eiffel Tower.,0
35941,Monica suggested they go see the Eiffel Tower.,3
35942,Monica suggested they go see the Eiffel Tower.,3
35943,Monica suggested they go see the Eiffel Tower.,3
35944,Bill preferred to visit some art museums.,2
35945,Bill preferred to visit some art museums.,2
35946,Bill preferred to visit some art museums.,3
35947,They flipped a coin to determine what they would do.,2
35948,They flipped a coin to determine what they would do.,2
35949,They flipped a coin to determine what they would do.,2
35950,They flipped a coin to determine what they would do.,2
35951,They flipped a coin to determine what they would do.,3
35952,They flipped a coin to determine what they would do.,2
35953,They ended up going to museums.,0
35954,They ended up going to museums.,3
35955,They ended up going to museums.,2
35956,They ended up going to museums.,2
35957,They ended up going to museums.,2
35958,Tom was watching basketball with his friend Jamal.,3
35959,Tom was watching basketball with his friend Jamal.,2
35960,Tom was watching basketball with his friend Jamal.,2
35961,Tom was watching basketball with his friend Jamal.,2
35962,They decided to go outside and try to dunk like they do on TV.,3
35963,They decided to go outside and try to dunk like they do on TV.,0
35964,They decided to go outside and try to dunk like they do on TV.,2
35965,They decided to go outside and try to dunk like they do on TV.,3
35966,They decided to go outside and try to dunk like they do on TV.,3
